# Date: 19/07/01 ,Author: E.Hubble
# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
7.315000000000000055e-07,1.233207557224710342e+02,2.156185730290571314e+02,9.848812790440285880e+01,1.474165863594405437e+02,1.745717763311173201e+02,1.562005033129204037e+02,1.611130222795225961e+02,9.575771776096100041e+01,1.170374164988592156e+02,7.654788497523300350e+01,8.955626553338026952e+01,9.422842787869086578e+01,1.460459056421109949e+02,1.690343376568098392e+02,6.505905361261916653e+01,9.443463239071920157e+01,6.041561886980854723e+01,2.491062345214489255e+02,1.077996005663905379e+02,9.267064647515933018e+01,1.791548457894636499e+02,1.077432811398554833e+02,5.151781253881323863e+01,1.663480139060238230e+02,1.103990329115922577e+02,1.375379264070430168e+02,1.485136920415498594e+02,1.081302934322531684e+02,2.181300861061573357e+02,1.805097748545803427e+02
7.316000000000001189e-07,1.370474337556131843e+02,2.126612996576333785e+02,9.795820012024086054e+01,1.540437061633087126e+02,1.866330804336453753e+02,1.439365635682669904e+02,1.550762545596988105e+02,9.976271852388072148e+01,1.362001323670984334e+02,6.366904087402198797e+01,1.016374834419295325e+02,8.853397247464451425e+01,1.427266414476120815e+02,1.620885113347414688e+02,5.045929262087177847e+01,8.398288387439170322e+01,6.613316414189930015e+01,2.383326539033994607e+02,1.182482943635072274e+02,9.408703644409739297e+01,1.782026341116501555e+02,1.265323561464425950e+02,5.030861335340821938e+01,1.777971770189607810e+02,1.069561897302030644e+02,1.451328527378800004e+02,1.394240633153718818e+02,1.158749999613557122e+02,2.205058831947359863e+02,1.770543684676393923e+02
7.317000000000001264e-07,1.384798674254274431e+02,2.107462569282216123e+02,9.632775497890295924e+01,1.476081224571507846e+02,1.922462328126158013e+02,1.614143584959395241e+02,1.563434184036298120e+02,1.038405468423976856e+02,1.252547745954928189e+02,7.407162432113680950e+01,1.017351401491779086e+02,8.354772141759914916e+01,1.545335117956146291e+02,1.712848117837863811e+02,7.396148659947772330e+01,9.473668184251972946e+01,7.697724693074708568e+01,2.356808119798275527e+02,1.069436392163539296e+02,8.313666318996465066e+01,1.626440772422536725e+02,1.177755739383813136e+02,5.008351460596612981e+01,1.852979748051685647e+02,1.088382063615567716e+02,1.398137627342195515e+02,1.615352117873301552e+02,1.154444484664466586e+02,2.309446537594145354e+02,1.733152504444556996e+02
7.318000000000000281e-07,1.352872636590918489e+02,2.236421017834891813e+02,9.090189778799428666e+01,1.517680084521274750e+02,1.926396278337603860e+02,1.496322509460861454e+02,1.574155058972913821e+02,9.671921175178648866e+01,1.226565325238283037e+02,6.267730190757286124e+01,1.017859945932706296e+02,1.009188742161788497e+02,1.591959408636855073e+02,1.666838756533008450e+02,6.159121128094696473e+01,8.425450869562828871e+01,6.223339915328001837e+01,2.458268102933430157e+02,1.145026914056189895e+02,8.769810506732697775e+01,1.794973058869854015e+02,1.208462066152041814e+02,5.112722004106213092e+01,1.766084366309609095e+02,1.186676056154325920e+02,1.397914023379699984e+02,1.542865013135778725e+02,1.074649872499867911e+02,2.172543211168013784e+02,1.700676649922770878e+02
7.319000000000000356e-07,1.365460749054250016e+02,2.039932261780366503e+02,8.925479090786643610e+01,1.503086458052977150e+02,1.816392470810733073e+02,1.354546213220041579e+02,1.569932478962103346e+02,9.280690955184678614e+01,1.255981828447645654e+02,6.978463090376128264e+01,1.110562928282884769e+02,8.043189595120293234e+01,1.582117215438804294e+02,1.603159391632021880e+02,6.431018375740823956e+01,9.152347153302200411e+01,5.749793651232779723e+01,2.572039112675969363e+02,1.054974921787048032e+02,9.776687605363727585e+01,1.711124961758408460e+02,1.150646027834738732e+02,5.556503980278142052e+01,1.824955142533997901e+02,1.059887781345192366e+02,1.310690381210261251e+02,1.566807008854731862e+02,1.193988436367127406e+02,2.194829101189230300e+02,1.710364997253400645e+02
7.320000000000000431e-07,1.340071614099727526e+02,1.987793755586000657e+02,9.815529343688533004e+01,1.478869008588262659e+02,1.981084055323427435e+02,1.431783792516508242e+02,1.472804566980873062e+02,9.935542859900792223e+01,1.287570942776084166e+02,6.839427489849410335e+01,1.085645097460447062e+02,9.845476964541494169e+01,1.442489067235008520e+02,1.769605681078219277e+02,6.177242720882475169e+01,8.491034012409105003e+01,5.971159574843667883e+01,2.481134398689690670e+02,1.147289719519919231e+02,9.191846592389717330e+01,1.861580974402076549e+02,1.072291009229933962e+02,4.232176815014337734e+01,1.746136341357287733e+02,1.100619348595858611e+02,1.329545213506279708e+02,1.464380093485222574e+02,1.273506124001474404e+02,2.293769991455224329e+02,1.674876314082549413e+02
7.321000000000000506e-07,1.357048294424917572e+02,1.979671920355497718e+02,8.170504510700359901e+01,1.439208762753560507e+02,1.918267416072382332e+02,1.391614543032505082e+02,1.492015541832841450e+02,9.110039797524009941e+01,1.291272142125078517e+02,7.179937377073449056e+01,1.074609533509540285e+02,9.215511443353149446e+01,1.646633703385664376e+02,1.639801481844675379e+02,6.779246757358683340e+01,9.506886177597296239e+01,6.952080682747474327e+01,2.431708816817773311e+02,1.132530609164901705e+02,9.672993986005290878e+01,1.692636296927291539e+02,1.222028107211684471e+02,5.856603923437263148e+01,1.881958513079869419e+02,1.184301065134286262e+02,1.418286286017296334e+02,1.485170861877925859e+02,1.122476856223079125e+02,2.185089365083870803e+02,1.632129777337204359e+02
7.322000000000000581e-07,1.355427226930576978e+02,2.024747797815903425e+02,1.009194210529305167e+02,1.537922615061184217e+02,1.831147826369179086e+02,1.493021668162101037e+02,1.543283909639084754e+02,1.087161551661396857e+02,1.322770489883187679e+02,6.779158475703482623e+01,9.111169897762445657e+01,9.869791169898191185e+01,1.473694274788391567e+02,1.624265066498182080e+02,6.135448298196543249e+01,8.882658679514479161e+01,7.073804360594610330e+01,2.466979987401040546e+02,9.974697168109429413e+01,7.991512692262631390e+01,1.651053103063199501e+02,1.193085874012907084e+02,4.482310683798483808e+01,1.779807635049494650e+02,1.135016066734444706e+02,1.358055238905198792e+02,1.452439243607160790e+02,1.027330602700789939e+02,2.148377936080736106e+02,1.729402655588873472e+02
7.322999999999999598e-07,1.454839944898640738e+02,2.021737845492984889e+02,9.770934663355495786e+01,1.437223813321076591e+02,1.960170765951946237e+02,1.520801076152719702e+02,1.520312304939658361e+02,9.187745769289895748e+01,1.322172127715644194e+02,6.922493177867774250e+01,9.970007929711970007e+01,9.919570229325427135e+01,1.530185111353760306e+02,1.697281194811089051e+02,5.712930174259874150e+01,9.281273324637487576e+01,5.556747687380607204e+01,2.455413963887824309e+02,1.118697551215586685e+02,9.907991732933467688e+01,1.710403293252839774e+02,1.165217536784936527e+02,5.619255949334689859e+01,1.921690438907986902e+02,1.089083532385848798e+02,1.392539516477337713e+02,1.473900081851423067e+02,1.238136990652841405e+02,2.161130192173497733e+02,1.709653648922684681e+02
7.324000000000000732e-07,1.510858867794239302e+02,2.095737399458298569e+02,9.496766794356473440e+01,1.515600924679471291e+02,1.784652657089208390e+02,1.505668700311781549e+02,1.652995958376607746e+02,9.121430431785056214e+01,1.271833330815905896e+02,7.409415911663742804e+01,1.063319656304888099e+02,8.039595666848664735e+01,1.396824484537091848e+02,1.647312140636462345e+02,5.990223883264879134e+01,8.341809562927781485e+01,6.160259366475316511e+01,2.497288760522236259e+02,1.187531699968570109e+02,1.018018234893903298e+02,1.717364673663867904e+02,1.134237750202858308e+02,4.924873357674142937e+01,1.782825454377356209e+02,1.199384983909585713e+02,1.388718985717513590e+02,1.414794981247016779e+02,1.233443942370424651e+02,2.266393897870317460e+02,1.676753402462291831e+02
7.325000000000000807e-07,1.353263002567740614e+02,2.086922404229704000e+02,9.220718230765498902e+01,1.565085010653597521e+02,1.941586856721798426e+02,1.384100428351639778e+02,1.610500709438722993e+02,1.050485366031554122e+02,1.156005337673831832e+02,6.043026635960561066e+01,1.015657208937221725e+02,9.590530894112677629e+01,1.519559929621033234e+02,1.698870449756049652e+02,5.393417566192178469e+01,9.233057422631928546e+01,6.617060358602375914e+01,2.550095414348899112e+02,1.168402014307230985e+02,9.725817258789597020e+01,1.785819065149466098e+02,1.122910755507196541e+02,5.185694380394116365e+01,1.914329487851439637e+02,1.147878822729868773e+02,1.382517883192691670e+02,1.407991091807133444e+02,1.201015230244442478e+02,2.180201222188541124e+02,1.743781795462973889e+02
7.326000000000000882e-07,1.382438358901615914e+02,1.961949328329934019e+02,9.438238631373843646e+01,1.479689659844509606e+02,1.803452936591031914e+02,1.483833077406212624e+02,1.531854015367790396e+02,9.779035435782040508e+01,1.240525167857790763e+02,6.695393930570871532e+01,1.049869614858446454e+02,9.751929332794490790e+01,1.492398635365584880e+02,1.636799252782725773e+02,5.051981341376233559e+01,9.180951510397318316e+01,6.221269193431765387e+01,2.509870126684861873e+02,1.088621342630617050e+02,9.659755301314758924e+01,1.834452606408576969e+02,1.260414763597078291e+02,5.374120187211841682e+01,1.658039836774534876e+02,1.082451732098629122e+02,1.358311882746444610e+02,1.313330894330115939e+02,1.161015691960718357e+02,2.231343001449237988e+02,1.669305147316262605e+02
7.327000000000000957e-07,1.464843663144639834e+02,2.064282487377237771e+02,9.105904552635503535e+01,1.523703455981030288e+02,1.895308538188255056e+02,1.443889904089831759e+02,1.598321332734270186e+02,9.240822453494628519e+01,1.256965314343647577e+02,7.445949485499629361e+01,9.692812411683416940e+01,9.415672002410963159e+01,1.490034059839913425e+02,1.717830448620968866e+02,4.788554741073836851e+01,8.580425399001381948e+01,5.929692957346880178e+01,2.486327556455596834e+02,1.122822981758015715e+02,9.277200712712138397e+01,1.725192283010488552e+02,1.212145607665630678e+02,6.192993134280612821e+01,1.635327837993054914e+02,1.147767128158555607e+02,1.465501521690533480e+02,1.507610019352727591e+02,1.139284175584299277e+02,2.221712658508687355e+02,1.759842782929610507e+02
7.327999999999999973e-07,1.346377247994374216e+02,2.092885883708439678e+02,8.709517717442281537e+01,1.528657567479126556e+02,1.829131191480518339e+02,1.380195602924973173e+02,1.612145088069671317e+02,1.005800097035470770e+02,1.201382857815181211e+02,6.859105169334779362e+01,9.908506110965576852e+01,9.052641996393496981e+01,1.575484252498522437e+02,1.616408547308665504e+02,5.149933461668536694e+01,7.937959283135292310e+01,6.152996057789079742e+01,2.514449266804385275e+02,1.040740422734142783e+02,9.318596173293708773e+01,1.719389562582910571e+02,1.146645084272743276e+02,4.766517556741565897e+01,1.823395800715803432e+02,1.050362398707282239e+02,1.478593944077439630e+02,1.505096453256290658e+02,1.239024007067255297e+02,2.248325625651933990e+02,1.744732949292288424e+02
7.329000000000000048e-07,1.360360243781881309e+02,2.075905166185356734e+02,1.049646246996323384e+02,1.619554260146197180e+02,1.835035788104320602e+02,1.438996460245687956e+02,1.587839772151488376e+02,9.359383521023055152e+01,1.213826864089237176e+02,7.939276904152923464e+01,9.749319535355509458e+01,1.023679529536931057e+02,1.381431012151837194e+02,1.676776348395279683e+02,5.569709826465561520e+01,9.290948540005720702e+01,6.443468740148911422e+01,2.524946261870984188e+02,1.147486238763778346e+02,9.685758374915752711e+01,1.696242508855524704e+02,1.188758023796914358e+02,4.135597186387864355e+01,1.839878768971959460e+02,1.111046357013792232e+02,1.298296463012597712e+02,1.484551370770188328e+02,1.235913627221846980e+02,2.188484564654349640e+02,1.689287495184789236e+02
7.330000000000000124e-07,1.352253652394931578e+02,2.088694478202441474e+02,9.038120265047002988e+01,1.573229852232595363e+02,1.937228705823313817e+02,1.422504045142534039e+02,1.475798717736325329e+02,9.537773592000802125e+01,1.199003473197289082e+02,6.295503661733840062e+01,9.429627550529770019e+01,8.523352411437102205e+01,1.531287479036338368e+02,1.541893302702484618e+02,5.577556643598147446e+01,8.708482937602656193e+01,7.205595396388753215e+01,2.486676358703404901e+02,1.185320554149379291e+02,9.061484600358950559e+01,1.710177530230430989e+02,1.142484451523441606e+02,4.463714474944886490e+01,1.839794833802792766e+02,1.097937675954567851e+02,1.316942238426227618e+02,1.573706400130276393e+02,1.186296539455338745e+02,2.165798310921492487e+02,1.587410582626679911e+02
7.331000000000000199e-07,1.386388522961189267e+02,2.194105696447270475e+02,8.908675593773821788e+01,1.506326383536481615e+02,1.837029986829433028e+02,1.389127860182249776e+02,1.535719573306138841e+02,9.046297242622793533e+01,1.215089895682686745e+02,6.120188646329971505e+01,8.247882296786038125e+01,7.662681328671098413e+01,1.493368652455714596e+02,1.548507031157317613e+02,5.709122697344678699e+01,9.744013600923109664e+01,6.591976063702716715e+01,2.497977482031266732e+02,1.146220130998874112e+02,9.450585361421489949e+01,1.818561502929173912e+02,1.198561714567200625e+02,5.440407900550598441e+01,1.854591005419514431e+02,9.960471758551084065e+01,1.282242315320628165e+02,1.457975271102841930e+02,1.268371007160700401e+02,2.169481339315422304e+02,1.678278616845659315e+02
7.332000000000001333e-07,1.383110350071422943e+02,2.053612031182111934e+02,9.032917962545734269e+01,1.468225003224790157e+02,1.867154296623796199e+02,1.372012113950084142e+02,1.469008783204019153e+02,8.930853159505656436e+01,1.400071349592914203e+02,5.937561198562089260e+01,9.957720549961116774e+01,8.678526744028647499e+01,1.506874394844175811e+02,1.692525325158687224e+02,6.028028409973141066e+01,9.068924410953435711e+01,6.076426204153773369e+01,2.447478089217694617e+02,1.182025124605330006e+02,8.106510779016304014e+01,1.649116292890203965e+02,1.108325575093191731e+02,5.243729284455618256e+01,1.790787945805087986e+02,1.150513092247333446e+02,1.493040496012681331e+02,1.436104025419240315e+02,1.196731946394596235e+02,2.239212319708024665e+02,1.601426293999930692e+02
7.333000000000000349e-07,1.400662295884256991e+02,1.982496387821026644e+02,9.014363121158389447e+01,1.450423221496891415e+02,1.923674269650111910e+02,1.345671407450490165e+02,1.509196737421740124e+02,1.055108085187960398e+02,1.224978339197818968e+02,6.843520149896009741e+01,1.095658054050080068e+02,9.318857909888706104e+01,1.353208116979177760e+02,1.762361747730915624e+02,5.709300389894251282e+01,7.605718462463323704e+01,6.597524599378171217e+01,2.422495728832565192e+02,1.185860514438607538e+02,1.060873984766365652e+02,1.715888388003543525e+02,1.214123196530789386e+02,5.031377395315377044e+01,1.872609512926732407e+02,1.247386196997530021e+02,1.265385093645979993e+02,1.467232018424211333e+02,1.100601550006721965e+02,2.160411942719399292e+02,1.721529182671241074e+02
7.334000000000000424e-07,1.392921989484759990e+02,2.136918044747752106e+02,8.796892536163204568e+01,1.432795547515743806e+02,1.908084734267382032e+02,1.442323114863309002e+02,1.610048929258979911e+02,9.310237774315065451e+01,1.277295861798513954e+02,7.337644529515453939e+01,9.588636751370583511e+01,9.366977488978577071e+01,1.555425089127757587e+02,1.605591267050042745e+02,6.901046103072994242e+01,8.912075145517643193e+01,4.529790162475240578e+01,2.382494340089682794e+02,9.968666913622462289e+01,9.705527778189259891e+01,1.807614336073020240e+02,1.093058582610690337e+02,4.349855159657654724e+01,1.850437813814879746e+02,1.209853622373391033e+02,1.389931590258559879e+02,1.520141898674377785e+02,1.167024085834253952e+02,2.335265971085223953e+02,1.681908690427736701e+02
7.335000000000000499e-07,1.356696654889069009e+02,2.113103887814175152e+02,8.890787052472623486e+01,1.473631315797613013e+02,1.946536138487807648e+02,1.401829281385449804e+02,1.594698450284726334e+02,9.597808110241714985e+01,1.161804694750984766e+02,6.507250306408353424e+01,9.423475350876793755e+01,9.486988711547122932e+01,1.515927509504633974e+02,1.692433556084718305e+02,6.218582829393039901e+01,7.942883037148530434e+01,7.440501617496036602e+01,2.402090897968238323e+02,1.137316208333454739e+02,9.955847738883123554e+01,1.677229176148636611e+02,1.138873461383218171e+02,5.059538646493248848e+01,1.794829467561351066e+02,1.078382742784820039e+02,1.400005509364166585e+02,1.437536168787609085e+02,1.196589688372428242e+02,2.164793451698304523e+02,1.660464675164190567e+02
7.336000000000000574e-07,1.437519037827755142e+02,2.116328202568627432e+02,8.015277111375540642e+01,1.599606070794800985e+02,1.883400239875014677e+02,1.408302493124657531e+02,1.613048441894023028e+02,9.789647643574642188e+01,1.249947066483127713e+02,7.501611687173361531e+01,8.653153428621735088e+01,8.695804061690748199e+01,1.548677009178362312e+02,1.705455213508319332e+02,5.779181361211637835e+01,8.440945694287239576e+01,5.346884995480806424e+01,2.469880584228043574e+02,1.129670237799162607e+02,9.809357640697807312e+01,1.722203702653099242e+02,1.270766349274244646e+02,6.271439901373148018e+01,1.792996820769163264e+02,1.089265598107001551e+02,1.205561863681408994e+02,1.508833739690838343e+02,1.236698811464674463e+02,2.353627087926227546e+02,1.778946351193038709e+02
7.337000000000000649e-07,1.317502514956310620e+02,2.039217999357518920e+02,9.540917217918051563e+01,1.488724884998478331e+02,1.921843448104451397e+02,1.415202537069367565e+02,1.523899394821707745e+02,9.224090713606858571e+01,1.278325247238090441e+02,7.635878041799961125e+01,8.961461765525565681e+01,8.409700776739848038e+01,1.467365746363017536e+02,1.694734284862402092e+02,5.815520530166439528e+01,8.122361503665736393e+01,6.380901759902999260e+01,2.510138851878906507e+02,1.078469290934599485e+02,8.799159271249136793e+01,1.796107285280601502e+02,1.198122018600538894e+02,5.156516950447669245e+01,1.819037319241868147e+02,9.894542330008931685e+01,1.349754033942976719e+02,1.469136235614249131e+02,1.089368108578970578e+02,2.168001906619217038e+02,1.659126359763384357e+02
7.337999999999999666e-07,1.381725063666810343e+02,2.012896460544339732e+02,8.770109912330889301e+01,1.497009724114518576e+02,1.886606302815605147e+02,1.406292218899905322e+02,1.507472303421176605e+02,9.419555243604031602e+01,1.203847365303613373e+02,6.592559980126819141e+01,9.947059844868964262e+01,8.999333203749532117e+01,1.594283482093201201e+02,1.664693866251208476e+02,4.973228299124712493e+01,9.627909900372416985e+01,5.752428826008705443e+01,2.486063593343729394e+02,1.154610334317833065e+02,1.028759569984237316e+02,1.708301122720656053e+02,1.230860299727419971e+02,4.405822165360632425e+01,1.803844023076191547e+02,1.058717008866501885e+02,1.319301907898587842e+02,1.436229798705195151e+02,1.174618176234004636e+02,2.215094772179322717e+02,1.665586016575674080e+02
7.338999999999999741e-07,1.385620279635959946e+02,2.063517772316220089e+02,7.804903659181380249e+01,1.419404694476974385e+02,1.860769661416155429e+02,1.320277113050624962e+02,1.626484429032933861e+02,9.031606169402648732e+01,1.309776464695132177e+02,6.776772929832318937e+01,1.081793342807747251e+02,9.548516343384466154e+01,1.539605059086946142e+02,1.631627863455304634e+02,5.284832096026683956e+01,9.058598105558449731e+01,6.619957030859575298e+01,2.487927316649216891e+02,1.127147245721548217e+02,9.608794658889944174e+01,1.742506560033676237e+02,1.091957919550892910e+02,3.925456504523697987e+01,1.847989416623432817e+02,1.119302716011423229e+02,1.335019520302332694e+02,1.403260347589704224e+02,1.088039955539625225e+02,2.191247844050708693e+02,1.599289324878762955e+02
7.340000000000000875e-07,1.348970599073989263e+02,2.081129028335352018e+02,9.400383276497613849e+01,1.541335916359757618e+02,1.838864207957186068e+02,1.398224188077000747e+02,1.638250331931903361e+02,8.714562968375061303e+01,1.199758796627333766e+02,7.090363940523121755e+01,9.737425421395333558e+01,8.282143610490585672e+01,1.448986267984797109e+02,1.590839673045730933e+02,4.486593417808079920e+01,9.371234130783656724e+01,7.037488536384026361e+01,2.434102500264364153e+02,1.216350339783239036e+02,1.029455424098913738e+02,1.751760163956842860e+02,1.047319555311953394e+02,5.307468109215513152e+01,1.796881811427687126e+02,1.037179264360726023e+02,1.465870063339010585e+02,1.464421025576376962e+02,1.251756546461140402e+02,2.249136150887671306e+02,1.786095958836442605e+02
7.341000000000000950e-07,1.409267963236399055e+02,2.109073401581209168e+02,8.917305867707045763e+01,1.534161862357225345e+02,2.005086930042032805e+02,1.414849190364939489e+02,1.536956614196259068e+02,9.306795933088817208e+01,1.182538007406915028e+02,7.132070390131836746e+01,1.169969986159155724e+02,9.351172450754590670e+01,1.525977287995914082e+02,1.501413931609052952e+02,5.686316915787269011e+01,7.763767316068114610e+01,5.137674781591663020e+01,2.460331511534174069e+02,1.105859963088634856e+02,9.524357344634282185e+01,1.764593445752085188e+02,1.216116873276853312e+02,4.855721288353225873e+01,1.731838299347728594e+02,1.091948144214399861e+02,1.419123200926388222e+02,1.482794889543129386e+02,1.231123636922511650e+02,2.216217310602435475e+02,1.689362089837673864e+02
7.342000000000001025e-07,1.389071726301917522e+02,2.081345837228862479e+02,8.800887726126089206e+01,1.480235923333360972e+02,1.849545693695280306e+02,1.380662363626418596e+02,1.628647440922217129e+02,9.407733533955429550e+01,1.240736258332951252e+02,7.738021642979005321e+01,1.019574064186400619e+02,9.394282322423941878e+01,1.548775154463335753e+02,1.673793213342733850e+02,4.796712726777262503e+01,8.478903369393040634e+01,5.440709552628688073e+01,2.450781123054358090e+02,1.099568892764194175e+02,1.053388185975693716e+02,1.771980072951811849e+02,1.152724672245317237e+02,5.512494384913273393e+01,1.722884949589185339e+02,1.118265046975713375e+02,1.504609111807974102e+02,1.463007999303933389e+02,1.197183967086027678e+02,2.209217629775248497e+02,1.632651461116622045e+02
7.343000000000000041e-07,1.346233402157235162e+02,2.015511880871573567e+02,9.740523604410680036e+01,1.528906859462785235e+02,1.896803922320453353e+02,1.317689672888132577e+02,1.527207172524288694e+02,8.515132203181620696e+01,1.248213275383572096e+02,6.995328034178750443e+01,8.858214266506654155e+01,8.837531390176062018e+01,1.404093835506296273e+02,1.666587043515025641e+02,5.782412144163603074e+01,8.525815348902050061e+01,6.478356261495561341e+01,2.375496964061693461e+02,1.259660922631073987e+02,1.000554218698566871e+02,1.739034284513948023e+02,1.138044969928175760e+02,5.367674003655911719e+01,1.913647551426628297e+02,1.132795003346687395e+02,1.344417119708481039e+02,1.508173224466002011e+02,1.162686351022790916e+02,2.296746003799576670e+02,1.712513512865083101e+02
7.344000000000000117e-07,1.466672725575541278e+02,1.983667919430448023e+02,9.211362065311773506e+01,1.455787590342706039e+02,1.882091333491453327e+02,1.391462462049184126e+02,1.589394518136243448e+02,8.641589196989006894e+01,1.241310917984679918e+02,7.067625193231752689e+01,9.056840468813462053e+01,7.927048083573025394e+01,1.463753557175564026e+02,1.616071965692988215e+02,5.590057997485607189e+01,9.375502275385066753e+01,6.217402795734435017e+01,2.515564435181036629e+02,1.163696900521703839e+02,8.401317658856481785e+01,1.676714781281642956e+02,1.179824768713794185e+02,4.729921736200151372e+01,1.728068250351236941e+02,1.108276590078889114e+02,1.386352104258526765e+02,1.553531716367188835e+02,1.184319562036373981e+02,2.236701954849191054e+02,1.778125275678214621e+02
7.345000000000000192e-07,1.440578268357090508e+02,1.965506702426450829e+02,9.327514554471825647e+01,1.436125828464991798e+02,1.912838737496554700e+02,1.392613385151069565e+02,1.597213320971879682e+02,9.060949532306541698e+01,1.241460584167733998e+02,6.617412607726132023e+01,9.353353102210151349e+01,8.598867023419710165e+01,1.559530151271652301e+02,1.648063817016752068e+02,4.329768119494003997e+01,8.483490744801724759e+01,5.859437638735511200e+01,2.493735621492745338e+02,1.110359436083766553e+02,9.669102433609587877e+01,1.765066625641539702e+02,1.285722230645927198e+02,4.112652006906478874e+01,1.911286558512187241e+02,1.128735194744442225e+02,1.380065610083692889e+02,1.384378378271580630e+02,1.167938521473771658e+02,2.206096198080727504e+02,1.668871697972342361e+02
7.346000000000000267e-07,1.325270996880962571e+02,2.120156048323814844e+02,8.569770153285438141e+01,1.581339040385820169e+02,1.883367440763541367e+02,1.322054104033412898e+02,1.516355389762524055e+02,8.987376672461947180e+01,1.296221952277229548e+02,5.906923811636059440e+01,9.818606663398718126e+01,1.032254374125831760e+02,1.495415837561409376e+02,1.522402638551103564e+02,5.829211937983257030e+01,8.183778516256667501e+01,5.756519396396528521e+01,2.415370330455962460e+02,1.256141665680150368e+02,9.333141801333488274e+01,1.725404353866236136e+02,1.039292330139252130e+02,5.234974235031549483e+01,1.886482524512332191e+02,1.088575791042103873e+02,1.352304219244043111e+02,1.477926833194087806e+02,1.088557825289916678e+02,2.270014671256633676e+02,1.767192422125540929e+02
7.347000000000001401e-07,1.267939865855654489e+02,2.088956612940341984e+02,8.738684349130814155e+01,1.565743143953776553e+02,1.929409093064808474e+02,1.333959334153394991e+02,1.565131900794823991e+02,8.931182550307110546e+01,1.270604983573340689e+02,8.200177056254071317e+01,9.367677054527732139e+01,9.726963221554032657e+01,1.525414351392387857e+02,1.698128055313605671e+02,5.399352748602173335e+01,8.734854106598292844e+01,5.695903512154465176e+01,2.466120654400115768e+02,1.166034265422231329e+02,9.566163230959335806e+01,1.736230046143150787e+02,1.155237947432508747e+02,4.814959140306648777e+01,1.820490819644015232e+02,1.076317058592255194e+02,1.410459862208277286e+02,1.559157524967676522e+02,1.138784648846316827e+02,2.276020937357762080e+02,1.735599814171308424e+02
7.348000000000000417e-07,1.535532753624123075e+02,2.111652614119889222e+02,8.925242402750262727e+01,1.509690056870941248e+02,1.943531005419172288e+02,1.462134528357620411e+02,1.473519996922682651e+02,9.059592819707117428e+01,1.256387201244939291e+02,7.503414538220035013e+01,9.612728821044954941e+01,7.927872092062190745e+01,1.467003569412686375e+02,1.703897625380891441e+02,5.781805802802290373e+01,8.336073794044611418e+01,5.534369300103242040e+01,2.455918350071273721e+02,1.134546198523560889e+02,1.023819834879304693e+02,1.706534294092345760e+02,1.068142853565632890e+02,5.228971100373908598e+01,1.900236952177235423e+02,1.081298457612327013e+02,1.366908636441044393e+02,1.479597892059066737e+02,1.138728252330426756e+02,2.222705829748124131e+02,1.760732081939026727e+02
7.349000000000000492e-07,1.379277247874555030e+02,2.037927660026865340e+02,8.559542253356428887e+01,1.390964437569022891e+02,1.886259987641113014e+02,1.471778245087422476e+02,1.608208380367671850e+02,9.831804036424287574e+01,1.290011798102336229e+02,6.311422221893726459e+01,9.996692567414336850e+01,9.335024725199838258e+01,1.479711687239251034e+02,1.736231383353712090e+02,6.024269284997581764e+01,7.920656006422299811e+01,6.520380506741364002e+01,2.352497415221556878e+02,1.166706069467274745e+02,9.538287862332863654e+01,1.792899446692550214e+02,1.163239447454333799e+02,4.015597702429179350e+01,1.880976805958629825e+02,1.016783526092553700e+02,1.469903203834654164e+02,1.423560583806619775e+02,1.178694730176987235e+02,2.380936473985954933e+02,1.747527038482352566e+02
7.350000000000000567e-07,1.330966338929563619e+02,2.027905847537933823e+02,1.052174975766029661e+02,1.571576078970004744e+02,1.829433207957045511e+02,1.267972510077469224e+02,1.611091928773008419e+02,9.329907856051634951e+01,1.319695367876236389e+02,7.169157010735213476e+01,1.077527543138703692e+02,8.752427316149378100e+01,1.441835897526403301e+02,1.618717056344192429e+02,4.634107547945521333e+01,8.674689345378277494e+01,5.629146321305626088e+01,2.474708749322730341e+02,1.184111082239548551e+02,9.594452940263845164e+01,1.862308465832113029e+02,1.072813088420544005e+02,4.768713441275075837e+01,1.888870226434060271e+02,1.150446577300409814e+02,1.380311463302239190e+02,1.473109435674499537e+02,1.196692712488196548e+02,2.306152444545957110e+02,1.667451683221993619e+02
